trial,structurally_viable,fill_first_avg_student_ranking,fill_first_std_student_ranking,fill_first_median_student_ranking,fill_first_iqr_student_ranking,fill_first_student_satisfaction_percent,fill_first_student_satisfaction_top4_percent,fill_first_student_satisfaction_top5_percent,fill_first_students_got_choice_1_count,fill_first_students_got_choice_1_percent,fill_first_students_got_choice_2_count,fill_first_students_got_choice_2_percent,fill_first_students_got_choice_3_count,fill_first_students_got_choice_3_percent,fill_first_students_got_choice_4_count,fill_first_students_got_choice_4_percent,fill_first_students_got_choice_5_count,fill_first_students_got_choice_5_percent,fill_first_students_got_choice_6_count,fill_first_students_got_choice_6_percent
1,True,3.142857142857143,1.355261854357877,3.0,2.0,57.14285714285714,78.57142857142857,100.0,2,14.285714285714285,3,21.428571428571427,3,21.428571428571427,3,21.428571428571427,3,21.428571428571427,0,0.0
2,True,3.5,1.5,3.0,2.5,57.14285714285714,71.42857142857143,85.71428571428571,1,7.142857142857142,3,21.428571428571427,4,28.57142857142857,2,14.285714285714285,2,14.285714285714285,2,14.285714285714285
3,True,3.357142857142857,1.493181782883348,3.0,2.5,57.14285714285714,71.42857142857143,92.85714285714286,2,14.285714285714285,2,14.285714285714285,4,28.57142857142857,2,14.285714285714285,3,21.428571428571427,1,7.142857142857142
4,True,3.4285714285714284,1.3997084244475304,4.0,2.5,42.857142857142854,71.42857142857143,100.0,2,14.285714285714285,2,14.285714285714285,2,14.285714285714285,4,28.57142857142857,4,28.57142857142857,0,0.0
5,True,3.142857142857143,1.3014905113063284,3.0,2.0,64.28571428571429,85.71428571428571,92.85714285714286,1,7.142857142857142,4,28.57142857142857,4,28.57142857142857,3,21.428571428571427,1,7.142857142857142,1,7.142857142857142
6,True,3.7142857142857144,1.2777531299998799,4.0,2.0,35.714285714285715,64.28571428571429,100.0,1,7.142857142857142,2,14.285714285714285,2,14.285714285714285,4,28.57142857142857,5,35.714285714285715,0,0.0
7,True,4.357142857142857,0.8949974347244049,4.0,1.0,7.142857142857142,57.14285714285714,92.85714285714286,0,0.0,1,7.142857142857142,0,0.0,7,50.0,5,35.714285714285715,1,7.142857142857142
8,True,2.9285714285714284,1.4374722712498649,3.0,2.0,64.28571428571429,78.57142857142857,100.0,3,21.428571428571427,3,21.428571428571427,3,21.428571428571427,2,14.285714285714285,3,21.428571428571427,0,0.0
9,True,3.857142857142857,1.5518257844571737,4.0,1.75,28.57142857142857,64.28571428571429,85.71428571428571,2,14.285714285714285,1,7.142857142857142,1,7.142857142857142,5,35.714285714285715,3,21.428571428571427,2,14.285714285714285
10,True,3.5714285714285716,1.6781914463529617,4.0,2.75,42.857142857142854,57.14285714285714,92.85714285714286,3,21.428571428571427,1,7.142857142857142,2,14.285714285714285,2,14.285714285714285,5,35.714285714285715,1,7.142857142857142
11,True,2.7857142857142856,1.3190132366156706,3.0,1.75,71.42857142857143,85.71428571428571,100.0,3,21.428571428571427,3,21.428571428571427,4,28.57142857142857,2,14.285714285714285,2,14.285714285714285,0,0.0
12,True,3.142857142857143,1.406979685970872,3.0,2.0,64.28571428571429,78.57142857142857,92.85714285714286,1,7.142857142857142,5,35.714285714285715,3,21.428571428571427,2,14.285714285714285,2,14.285714285714285,1,7.142857142857142
13,True,3.642857142857143,1.3420210162897097,4.0,1.75,42.857142857142854,71.42857142857143,92.85714285714286,1,7.142857142857142,2,14.285714285714285,3,21.428571428571427,4,28.57142857142857,3,21.428571428571427,1,7.142857142857142
14,True,3.4285714285714284,1.2371791482634837,3.0,1.0,64.28571428571429,78.57142857142857,92.85714285714286,1,7.142857142857142,1,7.142857142857142,7,50.0,2,14.285714285714285,2,14.285714285714285,1,7.142857142857142
15,True,3.0714285714285716,1.7914194577120646,3.0,3.5,64.28571428571429,71.42857142857143,85.71428571428571,4,28.57142857142857,2,14.285714285714285,3,21.428571428571427,1,7.142857142857142,2,14.285714285714285,2,14.285714285714285
16,True,3.0714285714285716,1.222660197758835,3.5,2.0,50.0,92.85714285714286,100.0,2,14.285714285714285,3,21.428571428571427,2,14.285714285714285,6,42.857142857142854,1,7.142857142857142,0,0.0
17,True,3.2857142857142856,1.577908716741037,3.0,2.5,57.14285714285714,71.42857142857143,92.85714285714286,3,21.428571428571427,1,7.142857142857142,4,28.57142857142857,2,14.285714285714285,3,21.428571428571427,1,7.142857142857142
18,True,3.2142857142857144,1.5665508713900935,3.5,2.0,50.0,78.57142857142857,92.85714285714286,3,21.428571428571427,2,14.285714285714285,2,14.285714285714285,4,28.57142857142857,2,14.285714285714285,1,7.142857142857142
19,True,3.142857142857143,1.4069796859708719,3.0,1.5,71.42857142857143,78.57142857142857,92.85714285714286,2,14.285714285714285,2,14.285714285714285,6,42.857142857142854,1,7.142857142857142,2,14.285714285714285,1,7.142857142857142
20,True,3.5714285714285716,1.2936264483053452,4.0,1.0,42.857142857142854,78.57142857142857,92.85714285714286,1,7.142857142857142,2,14.285714285714285,3,21.428571428571427,5,35.714285714285715,2,14.285714285714285,1,7.142857142857142
21,True,3.857142857142857,1.456862718169367,5.0,2.75,35.714285714285715,42.857142857142854,100.0,1,7.142857142857142,3,21.428571428571427,1,7.142857142857142,1,7.142857142857142,8,57.14285714285714,0,0.0
22,True,2.5714285714285716,1.2371791482634837,3.0,1.75,78.57142857142857,92.85714285714286,100.0,4,28.57142857142857,2,14.285714285714285,5,35.714285714285715,2,14.285714285714285,1,7.142857142857142,0,0.0
23,True,2.857142857142857,1.355261854357877,2.5,2.0,64.28571428571429,92.85714285714286,92.85714285714286,2,14.285714285714285,5,35.714285714285715,2,14.285714285714285,4,28.57142857142857,0,0.0,1,7.142857142857142
24,True,2.9285714285714284,1.1627728997214075,3.0,2.0,64.28571428571429,92.85714285714286,100.0,2,14.285714285714285,3,21.428571428571427,4,28.57142857142857,4,28.57142857142857,1,7.142857142857142,0,0.0
25,True,3.357142857142857,1.3420210162897097,4.0,1.75,42.857142857142854,78.57142857142857,100.0,2,14.285714285714285,2,14.285714285714285,2,14.285714285714285,5,35.714285714285715,3,21.428571428571427,0,0.0
26,True,3.357142857142857,1.3942300925673667,3.0,3.0,57.14285714285714,64.28571428571429,100.0,1,7.142857142857142,4,28.57142857142857,3,21.428571428571427,1,7.142857142857142,5,35.714285714285715,0,0.0
27,True,3.0714285714285716,1.5795245991068558,3.0,2.0,57.14285714285714,78.57142857142857,92.85714285714286,3,21.428571428571427,3,21.428571428571427,2,14.285714285714285,3,21.428571428571427,2,14.285714285714285,1,7.142857142857142
28,True,3.357142857142857,1.287696884094282,3.5,1.0,50.0,78.57142857142857,100.0,2,14.285714285714285,1,7.142857142857142,4,28.57142857142857,4,28.57142857142857,3,21.428571428571427,0,0.0
29,True,2.857142857142857,1.355261854357877,3.0,2.0,64.28571428571429,85.71428571428571,100.0,3,21.428571428571427,3,21.428571428571427,3,21.428571428571427,3,21.428571428571427,2,14.285714285714285,0,0.0
30,True,3.0714285714285716,1.1627728997214077,3.0,2.0,64.28571428571429,85.71428571428571,100.0,1,7.142857142857142,4,28.57142857142857,4,28.57142857142857,3,21.428571428571427,2,14.285714285714285,0,0.0
31,True,2.642857142857143,1.3420210162897097,2.5,1.0,78.57142857142857,92.85714285714286,92.85714285714286,3,21.428571428571427,4,28.57142857142857,4,28.57142857142857,2,14.285714285714285,0,0.0,1,7.142857142857142
32,True,3.857142857142857,1.2453996981544782,4.0,2.0,42.857142857142854,64.28571428571429,92.85714285714286,1,7.142857142857142,0,0.0,5,35.714285714285715,3,21.428571428571427,4,28.57142857142857,1,7.142857142857142
33,True,4.071428571428571,1.6241167144145818,5.0,1.75,28.57142857142857,42.857142857142854,85.71428571428571,2,14.285714285714285,1,7.142857142857142,1,7.142857142857142,2,14.285714285714285,6,42.857142857142854,2,14.285714285714285
34,True,3.0,1.4142135623730951,3.5,2.0,50.0,85.71428571428571,100.0,3,21.428571428571427,3,21.428571428571427,1,7.142857142857142,5,35.714285714285715,2,14.285714285714285,0,0.0
35,True,3.642857142857143,0.9715336077668174,3.5,1.0,50.0,85.71428571428571,92.85714285714286,0,0.0,1,7.142857142857142,6,42.857142857142854,5,35.714285714285715,1,7.142857142857142,1,7.142857142857142
36,True,2.7857142857142856,1.697837760572102,2.0,3.75,57.14285714285714,71.42857142857143,100.0,5,35.714285714285715,3,21.428571428571427,0,0.0,2,14.285714285714285,4,28.57142857142857,0,0.0
37,True,2.7857142857142856,1.779990827768159,2.0,3.75,64.28571428571429,71.42857142857143,92.85714285714286,5,35.714285714285715,3,21.428571428571427,1,7.142857142857142,1,7.142857142857142,3,21.428571428571427,1,7.142857142857142
38,True,3.0714285714285716,1.279748061940637,3.0,1.75,64.28571428571429,92.85714285714286,92.85714285714286,2,14.285714285714285,2,14.285714285714285,5,35.714285714285715,4,28.57142857142857,0,0.0,1,7.142857142857142
39,True,2.5,1.4015297764534702,2.5,2.0,78.57142857142857,85.71428571428571,100.0,5,35.714285714285715,2,14.285714285714285,4,28.57142857142857,1,7.142857142857142,2,14.285714285714285,0,0.0
40,True,3.2142857142857144,1.3190132366156706,3.0,1.75,57.14285714285714,78.57142857142857,100.0,2,14.285714285714285,2,14.285714285714285,4,28.57142857142857,3,21.428571428571427,3,21.428571428571427,0,0.0
41,True,3.142857142857143,1.505093393264677,3.0,2.75,57.14285714285714,71.42857142857143,100.0,3,21.428571428571427,2,14.285714285714285,3,21.428571428571427,2,14.285714285714285,4,28.57142857142857,0,0.0
42,True,3.642857142857143,1.394230092567367,3.5,2.0,50.0,64.28571428571429,92.85714285714286,1,7.142857142857142,2,14.285714285714285,4,28.57142857142857,2,14.285714285714285,4,28.57142857142857,1,7.142857142857142
43,True,3.7142857142857144,1.6225452416572212,3.5,2.0,50.0,57.14285714285714,85.71428571428571,2,14.285714285714285,1,7.142857142857142,4,28.57142857142857,1,7.142857142857142,4,28.57142857142857,2,14.285714285714285
44,True,3.357142857142857,1.4445534582969062,3.5,1.75,50.0,78.57142857142857,92.85714285714286,2,14.285714285714285,2,14.285714285714285,3,21.428571428571427,4,28.57142857142857,2,14.285714285714285,1,7.142857142857142
45,True,2.857142857142857,1.505093393264677,2.0,1.75,71.42857142857143,78.57142857142857,92.85714285714286,2,14.285714285714285,6,42.857142857142854,2,14.285714285714285,1,7.142857142857142,2,14.285714285714285,1,7.142857142857142
46,True,3.2142857142857144,1.3720980508784677,3.0,0.75,71.42857142857143,78.57142857142857,92.85714285714286,2,14.285714285714285,1,7.142857142857142,7,50.0,1,7.142857142857142,2,14.285714285714285,1,7.142857142857142
47,True,3.142857142857143,1.3552618543578767,3.0,2.25,71.42857142857143,71.42857142857143,100.0,2,14.285714285714285,2,14.285714285714285,6,42.857142857142854,0,0.0,4,28.57142857142857,0,0.0
48,True,3.857142857142857,1.2453996981544782,4.0,1.0,21.428571428571427,64.28571428571429,100.0,1,7.142857142857142,2,14.285714285714285,0,0.0,6,42.857142857142854,5,35.714285714285715,0,0.0
49,True,3.0,1.647508942095828,3.0,2.75,57.14285714285714,78.57142857142857,92.85714285714286,4,28.57142857142857,2,14.285714285714285,2,14.285714285714285,3,21.428571428571427,2,14.285714285714285,1,7.142857142857142
50,True,3.0,1.5118578920369088,3.0,2.75,57.14285714285714,78.57142857142857,100.0,4,28.57142857142857,1,7.142857142857142,3,21.428571428571427,3,21.428571428571427,3,21.428571428571427,0,0.0
51,True,3.0,1.1952286093343936,3.0,2.0,57.14285714285714,92.85714285714286,100.0,2,14.285714285714285,3,21.428571428571427,3,21.428571428571427,5,35.714285714285715,1,7.142857142857142,0,0.0
52,True,3.0,1.647508942095828,3.0,3.75,64.28571428571429,64.28571428571429,100.0,4,28.57142857142857,2,14.285714285714285,3,21.428571428571427,0,0.0,5,35.714285714285715,0,0.0
53,True,3.357142857142857,1.5859716650838942,3.0,3.0,57.14285714285714,64.28571428571429,92.85714285714286,2,14.285714285714285,3,21.428571428571427,3,21.428571428571427,1,7.142857142857142,4,28.57142857142857,1,7.142857142857142
54,True,2.9285714285714284,1.533636468113135,3.0,2.75,57.14285714285714,78.57142857142857,100.0,4,28.57142857142857,2,14.285714285714285,2,14.285714285714285,3,21.428571428571427,3,21.428571428571427,0,0.0
55,True,3.5714285714285716,1.4982983545287878,4.0,3.0,42.857142857142854,64.28571428571429,92.85714285714286,1,7.142857142857142,4,28.57142857142857,1,7.142857142857142,3,21.428571428571427,4,28.57142857142857,1,7.142857142857142
56,True,3.0714285714285716,1.3868919884962572,3.0,2.0,64.28571428571429,85.71428571428571,92.85714285714286,2,14.285714285714285,3,21.428571428571427,4,28.57142857142857,3,21.428571428571427,1,7.142857142857142,1,7.142857142857142
57,True,3.2142857142857144,1.263700429496724,3.5,1.75,50.0,85.71428571428571,100.0,2,14.285714285714285,2,14.285714285714285,3,21.428571428571427,5,35.714285714285715,2,14.285714285714285,0,0.0
58,True,3.4285714285714284,1.2936264483053452,4.0,1.0,42.857142857142854,78.57142857142857,100.0,2,14.285714285714285,1,7.142857142857142,3,21.428571428571427,5,35.714285714285715,3,21.428571428571427,0,0.0
59,True,3.0714285714285716,1.386891988496257,3.0,2.0,64.28571428571429,85.71428571428571,92.85714285714286,2,14.285714285714285,3,21.428571428571427,4,28.57142857142857,3,21.428571428571427,1,7.142857142857142,1,7.142857142857142
60,True,3.142857142857143,1.7670452681218545,4.0,4.0,42.857142857142854,64.28571428571429,100.0,5,35.714285714285715,1,7.142857142857142,0,0.0,3,21.428571428571427,5,35.714285714285715,0,0.0
61,True,3.2142857142857144,1.3720980508784675,2.5,2.0,57.14285714285714,78.57142857142857,92.85714285714286,0,0.0,7,50.0,1,7.142857142857142,3,21.428571428571427,2,14.285714285714285,1,7.142857142857142
62,True,3.2142857142857144,1.3720980508784675,3.5,2.0,50.0,78.57142857142857,100.0,2,14.285714285714285,3,21.428571428571427,2,14.285714285714285,4,28.57142857142857,3,21.428571428571427,0,0.0
63,True,3.0,1.6903085094570331,2.5,2.0,64.28571428571429,78.57142857142857,85.71428571428571,3,21.428571428571427,4,28.57142857142857,2,14.285714285714285,2,14.285714285714285,1,7.142857142857142,2,14.285714285714285
64,True,3.5,1.4015297764534702,3.0,1.0,57.14285714285714,78.57142857142857,85.71428571428571,1,7.142857142857142,2,14.285714285714285,5,35.714285714285715,3,21.428571428571427,1,7.142857142857142,2,14.285714285714285
65,True,3.5714285714285716,1.3477115902938004,3.5,1.75,50.0,71.42857142857143,92.85714285714286,1,7.142857142857142,2,14.285714285714285,4,28.57142857142857,3,21.428571428571427,3,21.428571428571427,1,7.142857142857142
66,True,4.071428571428571,1.222660197758835,4.0,1.75,28.57142857142857,57.14285714285714,92.85714285714286,1,7.142857142857142,0,0.0,3,21.428571428571427,4,28.57142857142857,5,35.714285714285715,1,7.142857142857142
67,True,3.642857142857143,1.5859716650838942,4.0,2.0,35.714285714285715,64.28571428571429,92.85714285714286,3,21.428571428571427,0,0.0,2,14.285714285714285,4,28.57142857142857,4,28.57142857142857,1,7.142857142857142
68,True,3.2857142857142856,1.385051387833237,3.5,1.75,50.0,85.71428571428571,92.85714285714286,2,14.285714285714285,2,14.285714285714285,3,21.428571428571427,5,35.714285714285715,1,7.142857142857142,1,7.142857142857142
69,True,2.642857142857143,1.493181782883348,2.5,1.75,78.57142857142857,85.71428571428571,92.85714285714286,4,28.57142857142857,3,21.428571428571427,4,28.57142857142857,1,7.142857142857142,1,7.142857142857142,1,7.142857142857142
70,True,3.857142857142857,1.456862718169367,4.0,2.0,35.714285714285715,64.28571428571429,85.71428571428571,1,7.142857142857142,2,14.285714285714285,2,14.285714285714285,4,28.57142857142857,3,21.428571428571427,2,14.285714285714285
71,True,2.857142857142857,1.124858267715973,3.0,1.75,71.42857142857143,92.85714285714286,100.0,2,14.285714285714285,3,21.428571428571427,5,35.714285714285715,3,21.428571428571427,1,7.142857142857142,0,0.0
72,True,2.857142857142857,1.5050933932646768,3.0,1.0,78.57142857142857,78.57142857142857,92.85714285714286,3,21.428571428571427,3,21.428571428571427,5,35.714285714285715,0,0.0,2,14.285714285714285,1,7.142857142857142
