trial,structurally_viable,fill_first_avg_student_ranking,fill_first_std_student_ranking,fill_first_median_student_ranking,fill_first_iqr_student_ranking,fill_first_student_satisfaction_percent,fill_first_student_satisfaction_top4_percent,fill_first_student_satisfaction_top5_percent,fill_first_students_got_choice_1_count,fill_first_students_got_choice_1_percent,fill_first_students_got_choice_2_count,fill_first_students_got_choice_2_percent,fill_first_students_got_choice_3_count,fill_first_students_got_choice_3_percent,fill_first_students_got_choice_4_count,fill_first_students_got_choice_4_percent,fill_first_students_got_choice_5_count,fill_first_students_got_choice_5_percent,fill_first_students_got_choice_6_count,fill_first_students_got_choice_6_percent
1,True,3.375,1.8328597873268975,3.5,3.25,50.0,68.75,81.25,4,25.0,2,12.5,2,12.5,3,18.75,2,12.5,3,18.75
2,False,3.375,1.8666480653835098,3.0,3.25,56.25,68.75,75.0,3,18.75,4,25.0,2,12.5,2,12.5,1,6.25,4,25.0
3,False,3.25,1.75,3.0,2.5,62.5,75.0,81.25,4,25.0,1,6.25,5,31.25,2,12.5,1,6.25,3,18.75
4,True,3.625,1.653594569415369,4.0,3.0,43.75,68.75,81.25,2,12.5,3,18.75,2,12.5,4,25.0,2,12.5,3,18.75
5,True,3.25,1.9525624189766635,2.5,3.5,56.25,68.75,75.0,4,25.0,4,25.0,1,6.25,2,12.5,1,6.25,4,25.0
6,True,4.25,1.75,5.0,3.25,37.5,43.75,62.5,1,6.25,3,18.75,2,12.5,1,6.25,3,18.75,6,37.5
7,True,4.0625,1.818954026356906,4.0,2.5,25.0,56.25,68.75,3,18.75,1,6.25,0,0.0,5,31.25,2,12.5,5,31.25
8,True,3.6875,1.7218721642444887,3.5,3.25,50.0,62.5,75.0,1,6.25,5,31.25,2,12.5,2,12.5,2,12.5,4,25.0
9,False,4.625,1.4086784586980805,5.0,2.0,18.75,43.75,62.5,1,6.25,0,0.0,2,12.5,4,25.0,3,18.75,6,37.5
10,True,3.5625,1.9029171684547912,4.0,3.25,43.75,56.25,81.25,4,25.0,2,12.5,1,6.25,2,12.5,4,25.0,3,18.75
11,True,3.75,1.8540496217739157,3.0,4.0,56.25,56.25,68.75,2,12.5,3,18.75,4,25.0,0,0.0,2,12.5,5,31.25
12,True,3.5,1.6583123951777,3.0,3.0,56.25,68.75,81.25,2,12.5,3,18.75,4,25.0,2,12.5,2,12.5,3,18.75
13,False,3.75,1.75,4.0,2.25,43.75,56.25,81.25,3,18.75,1,6.25,3,18.75,2,12.5,4,25.0,3,18.75
14,False,3.8125,1.7399263633843818,3.0,3.0,56.25,62.5,68.75,2,12.5,1,6.25,6,37.5,1,6.25,1,6.25,5,31.25
15,True,3.25,1.8200274723201295,3.0,3.25,62.5,68.75,81.25,4,25.0,2,12.5,4,25.0,1,6.25,2,12.5,3,18.75
16,True,4.125,1.5360257159305635,4.0,3.25,31.25,62.5,68.75,0,0.0,4,25.0,1,6.25,5,31.25,1,6.25,5,31.25
17,False,3.875,1.7275343701356567,4.0,2.5,43.75,56.25,75.0,2,12.5,2,12.5,3,18.75,2,12.5,3,18.75,4,25.0
18,False,4.0625,1.71277370075559,4.0,3.0,37.5,56.25,68.75,2,12.5,1,6.25,3,18.75,3,18.75,2,12.5,5,31.25
19,False,4.0625,1.5995604865087159,4.0,3.25,43.75,56.25,68.75,0,0.0,4,25.0,3,18.75,2,12.5,2,12.5,5,31.25
20,True,4.125,1.6153559979150107,4.0,3.0,37.5,56.25,68.75,1,6.25,2,12.5,3,18.75,3,18.75,2,12.5,5,31.25
21,True,3.875,1.79843682124227,5.0,3.0,37.5,43.75,81.25,2,12.5,4,25.0,0,0.0,1,6.25,6,37.5,3,18.75
22,True,2.5625,1.4128318194321643,2.0,1.25,81.25,87.5,93.75,4,25.0,5,31.25,4,25.0,1,6.25,1,6.25,1,6.25
23,True,3.6875,1.757795138803154,3.5,4.0,50.0,68.75,68.75,1,6.25,5,31.25,2,12.5,3,18.75,0,0.0,5,31.25
24,True,3.375,1.6909686573085854,3.0,2.25,56.25,75.0,81.25,3,18.75,2,12.5,4,25.0,3,18.75,1,6.25,3,18.75
25,False,4.75,1.479019945774904,5.0,2.0,12.5,37.5,56.25,1,6.25,1,6.25,0,0.0,4,25.0,3,18.75,7,43.75
26,True,4.0625,1.7488835724541527,5.0,2.5,37.5,43.75,75.0,2,12.5,2,12.5,2,12.5,1,6.25,5,31.25,4,25.0
27,True,3.0625,1.6758859597239903,2.5,2.25,62.5,75.0,87.5,3,18.75,5,31.25,2,12.5,2,12.5,2,12.5,2,12.5
28,True,3.6875,1.6092991486979666,4.0,2.25,43.75,68.75,81.25,2,12.5,2,12.5,3,18.75,4,25.0,2,12.5,3,18.75
29,True,3.4375,1.7309228030157786,3.0,3.0,56.25,68.75,81.25,3,18.75,2,12.5,4,25.0,2,12.5,2,12.5,3,18.75
30,True,4.0625,1.5995604865087159,4.0,3.25,43.75,56.25,68.75,0,0.0,4,25.0,3,18.75,2,12.5,2,12.5,5,31.25
31,True,2.625,1.5761900266148114,2.0,1.5,75.0,87.5,87.5,4,25.0,6,37.5,2,12.5,2,12.5,0,0.0,2,12.5
32,True,3.4375,1.6571341979453564,3.5,3.0,50.0,68.75,87.5,3,18.75,2,12.5,3,18.75,3,18.75,3,18.75,2,12.5
33,True,4.1875,1.7036266463048764,5.0,1.75,25.0,43.75,75.0,2,12.5,2,12.5,0,0.0,3,18.75,5,31.25,4,25.0
34,True,3.75,1.9525624189766635,4.0,4.25,37.5,62.5,68.75,4,25.0,1,6.25,1,6.25,4,25.0,1,6.25,5,31.25
35,False,4.125,1.6153559979150107,4.0,3.0,31.25,62.5,68.75,2,12.5,0,0.0,3,18.75,5,31.25,1,6.25,5,31.25
36,True,3.75,1.984313483298443,4.5,3.5,37.5,50.0,75.0,4,25.0,2,12.5,0,0.0,2,12.5,4,25.0,4,25.0
