trial,structurally_viable,fill_first_avg_student_ranking,fill_first_std_student_ranking,fill_first_median_student_ranking,fill_first_iqr_student_ranking,fill_first_student_satisfaction_percent,fill_first_student_satisfaction_top4_percent,fill_first_student_satisfaction_top5_percent,fill_first_students_got_choice_1_count,fill_first_students_got_choice_1_percent,fill_first_students_got_choice_2_count,fill_first_students_got_choice_2_percent,fill_first_students_got_choice_3_count,fill_first_students_got_choice_3_percent,fill_first_students_got_choice_4_count,fill_first_students_got_choice_4_percent,fill_first_students_got_choice_5_count,fill_first_students_got_choice_5_percent,fill_first_students_got_choice_6_count,fill_first_students_got_choice_6_percent
1,True,2.269230769230769,1.58254158549546,2.0,2.0,76.92307692307693,88.46153846153845,92.3076923076923,12,46.15384615384615,6,23.076923076923077,2,7.6923076923076925,3,11.538461538461538,1,3.8461538461538463,2,7.6923076923076925
2,False,2.8076923076923075,1.776323575193152,2.0,2.75,73.07692307692307,76.92307692307693,84.61538461538461,8,30.76923076923077,6,23.076923076923077,5,19.230769230769234,1,3.8461538461538463,2,7.6923076923076925,4,15.384615384615385
3,False,2.8846153846153846,1.7170395604269013,2.5,2.75,69.23076923076923,80.76923076923077,84.61538461538461,7,26.923076923076923,6,23.076923076923077,5,19.230769230769234,3,11.538461538461538,1,3.8461538461538463,4,15.384615384615385
4,True,3.1538461538461537,1.6569737868106167,2.5,2.75,65.38461538461539,73.07692307692307,84.61538461538461,3,11.538461538461538,10,38.46153846153847,4,15.384615384615385,2,7.6923076923076925,3,11.538461538461538,4,15.384615384615385
5,True,2.576923076923077,1.6213260698736915,2.0,3.0,69.23076923076923,88.46153846153845,88.46153846153845,8,30.76923076923077,9,34.61538461538461,1,3.8461538461538463,5,19.230769230769234,0,0.0,3,11.538461538461538
6,True,3.3846153846153846,1.9230769230769231,3.0,3.75,57.692307692307686,65.38461538461539,73.07692307692307,5,19.230769230769234,7,26.923076923076923,3,11.538461538461538,2,7.6923076923076925,2,7.6923076923076925,7,26.923076923076923
7,False,3.3846153846153846,1.7990793174656154,3.5,3.0,50.0,69.23076923076923,80.76923076923077,5,19.230769230769234,6,23.076923076923077,2,7.6923076923076925,5,19.230769230769234,3,11.538461538461538,5,19.230769230769234
8,True,3.076923076923077,1.7524285769068488,2.5,2.0,65.38461538461539,76.92307692307693,80.76923076923077,5,19.230769230769234,8,30.76923076923077,4,15.384615384615385,3,11.538461538461538,1,3.8461538461538463,5,19.230769230769234
9,False,2.923076923076923,1.8381235608228492,2.5,3.0,61.53846153846154,76.92307692307693,84.61538461538461,9,34.61538461538461,4,15.384615384615385,3,11.538461538461538,4,15.384615384615385,2,7.6923076923076925,4,15.384615384615385
10,True,2.4615384615384617,1.6462257353102077,2.0,2.75,73.07692307692307,76.92307692307693,96.15384615384616,10,38.46153846153847,8,30.76923076923077,1,3.8461538461538463,1,3.8461538461538463,5,19.230769230769234,1,3.8461538461538463
11,True,2.9615384615384617,1.675175518490967,2.5,1.75,73.07692307692307,76.92307692307693,84.61538461538461,5,19.230769230769234,8,30.76923076923077,6,23.076923076923077,1,3.8461538461538463,2,7.6923076923076925,4,15.384615384615385
12,True,3.0384615384615383,1.5806709683103477,2.5,2.0,69.23076923076923,80.76923076923077,84.61538461538461,3,11.538461538461538,10,38.46153846153847,5,19.230769230769234,3,11.538461538461538,1,3.8461538461538463,4,15.384615384615385
13,False,3.3846153846153846,2.020603928702107,3.5,4.75,50.0,65.38461538461539,73.07692307692307,8,30.76923076923077,3,11.538461538461538,2,7.6923076923076925,4,15.384615384615385,2,7.6923076923076925,7,26.923076923076923
14,False,2.8846153846153846,1.9675623942197944,2.0,3.75,69.23076923076923,73.07692307692307,76.92307692307693,9,34.61538461538461,6,23.076923076923077,3,11.538461538461538,1,3.8461538461538463,1,3.8461538461538463,6,23.076923076923077
15,True,3.0,1.9806758753205742,2.5,4.0,61.53846153846154,69.23076923076923,80.76923076923077,10,38.46153846153847,3,11.538461538461538,3,11.538461538461538,2,7.6923076923076925,3,11.538461538461538,5,19.230769230769234
16,True,3.1153846153846154,1.5019710915205104,3.0,2.0,57.692307692307686,84.61538461538461,88.46153846153845,3,11.538461538461538,9,34.61538461538461,3,11.538461538461538,7,26.923076923076923,1,3.8461538461538463,3,11.538461538461538
17,False,2.9615384615384617,1.7646261149160711,2.5,2.75,65.38461538461539,76.92307692307693,84.61538461538461,7,26.923076923076923,6,23.076923076923077,4,15.384615384615385,3,11.538461538461538,2,7.6923076923076925,4,15.384615384615385
18,False,3.076923076923077,1.7742403991801226,3.0,2.75,57.692307692307686,76.92307692307693,84.61538461538461,7,26.923076923076923,5,19.230769230769234,3,11.538461538461538,5,19.230769230769234,2,7.6923076923076925,4,15.384615384615385
19,False,3.230769230769231,1.8040060614705495,3.0,2.75,65.38461538461539,73.07692307692307,76.92307692307693,5,19.230769230769234,6,23.076923076923077,6,23.076923076923077,2,7.6923076923076925,1,3.8461538461538463,6,23.076923076923077
20,True,2.923076923076923,1.707969485474963,3.0,2.75,69.23076923076923,80.76923076923077,84.61538461538461,7,26.923076923076923,5,19.230769230769234,6,23.076923076923077,3,11.538461538461538,1,3.8461538461538463,4,15.384615384615385
21,False,2.6538461538461537,1.8798999092076825,2.0,3.0,69.23076923076923,76.92307692307693,84.61538461538461,11,42.30769230769231,5,19.230769230769234,2,7.6923076923076925,2,7.6923076923076925,2,7.6923076923076925,4,15.384615384615385
22,False,2.576923076923077,1.5731662566321198,2.0,1.75,80.76923076923077,84.61538461538461,88.46153846153845,7,26.923076923076923,9,34.61538461538461,5,19.230769230769234,1,3.8461538461538463,1,3.8461538461538463,3,11.538461538461538
23,True,3.3846153846153846,1.8826520385416026,3.0,3.75,57.692307692307686,69.23076923076923,73.07692307692307,5,19.230769230769234,6,23.076923076923077,4,15.384615384615385,3,11.538461538461538,1,3.8461538461538463,7,26.923076923076923
24,True,2.8461538461538463,1.6098807335735654,2.5,2.75,65.38461538461539,80.76923076923077,92.3076923076923,7,26.923076923076923,6,23.076923076923077,4,15.384615384615385,4,15.384615384615385,3,11.538461538461538,2,7.6923076923076925
25,False,3.5,1.9463970659815377,4.0,3.75,46.15384615384615,65.38461538461539,73.07692307692307,6,23.076923076923077,5,19.230769230769234,1,3.8461538461538463,5,19.230769230769234,2,7.6923076923076925,7,26.923076923076923
26,True,3.3846153846153846,1.7990793174656154,3.0,3.0,53.84615384615385,65.38461538461539,80.76923076923077,4,15.384615384615385,8,30.76923076923077,2,7.6923076923076925,3,11.538461538461538,4,15.384615384615385,5,19.230769230769234
27,True,2.3461538461538463,1.2692307692307692,2.0,1.75,84.61538461538461,92.3076923076923,96.15384615384616,7,26.923076923076923,10,38.46153846153847,5,19.230769230769234,2,7.6923076923076925,1,3.8461538461538463,1,3.8461538461538463
28,True,2.6923076923076925,1.7269187938956654,2.0,2.5,73.07692307692307,80.76923076923077,84.61538461538461,7,26.923076923076923,10,38.46153846153847,2,7.6923076923076925,2,7.6923076923076925,1,3.8461538461538463,4,15.384615384615385
29,True,2.4615384615384617,1.5249405847383855,2.0,2.0,80.76923076923077,88.46153846153845,92.3076923076923,10,38.46153846153847,4,15.384615384615385,7,26.923076923076923,2,7.6923076923076925,1,3.8461538461538463,2,7.6923076923076925
30,True,3.076923076923077,2.0176733920929233,2.0,4.75,65.38461538461539,69.23076923076923,73.07692307692307,8,30.76923076923077,6,23.076923076923077,3,11.538461538461538,1,3.8461538461538463,1,3.8461538461538463,7,26.923076923076923
31,True,2.4615384615384617,1.7148843699698426,2.0,1.75,76.92307692307693,84.61538461538461,84.61538461538461,9,34.61538461538461,10,38.46153846153847,1,3.8461538461538463,2,7.6923076923076925,0,0.0,4,15.384615384615385
32,True,2.9615384615384617,1.7204822497188492,3.0,3.0,57.692307692307686,80.76923076923077,88.46153846153845,8,30.76923076923077,4,15.384615384615385,3,11.538461538461538,6,23.076923076923077,2,7.6923076923076925,3,11.538461538461538
33,True,3.0,1.6870547845739468,2.5,2.0,61.53846153846154,76.92307692307693,88.46153846153845,6,23.076923076923077,7,26.923076923076923,3,11.538461538461538,4,15.384615384615385,3,11.538461538461538,3,11.538461538461538
34,False,2.6538461538461537,1.9203827281261427,2.0,3.0,69.23076923076923,80.76923076923077,80.76923076923077,12,46.15384615384615,3,11.538461538461538,3,11.538461538461538,3,11.538461538461538,0,0.0,5,19.230769230769234
35,False,3.3846153846153846,1.862110528755416,3.0,3.5,57.692307692307686,73.07692307692307,73.07692307692307,6,23.076923076923077,3,11.538461538461538,6,23.076923076923077,4,15.384615384615385,0,0.0,7,26.923076923076923
36,True,2.8076923076923075,1.8401344175239516,2.0,3.75,65.38461538461539,73.07692307692307,88.46153846153845,10,38.46153846153847,4,15.384615384615385,3,11.538461538461538,2,7.6923076923076925,4,15.384615384615385,3,11.538461538461538
